2016-12-05,1021,百度DSP,景美,0,1,1,1,0,0
2016-12-06,1111,UC,多盟,0,120,49,103,6,36
2016-12-06,1045,今日头条,亨利嘉业,145,3,3,3,0,0
2016-12-04,1513,新浪粉丝通,天拓,0,218,191,204,10,88
2016-12-09,1111,UC,多盟,0,83,40,80,9,332
2016-12-09,1513,新浪粉丝通,扶翼,0,2,1,2,0,0
2016-12-09,2712,mobilda,mobilda,0,61,53,54,4,90
2016-12-08,1776,Appcoach,appcoach,0,75,47,58,5,66
2016-12-13,2704,世嘉,世嘉,0,1,1,1,0,0
2016-12-13,1513,新浪粉丝通,厦门龙商,0,272,255,263,5,70
2016-12-13,1111,UC,乐思,0,8,6,7,1,30
2016-12-10,1185,百度品牌专区,百度品牌专区,0,11,9,9,1,14
2016-12-11,1513,新浪粉丝通,天拓,0,316,289,306,11,148
2016-12-11,1776,Appcoach,appcoach,0,157,100,131,3,72
2016-12-14,1045,今日头条,亨利嘉业,3603,185,185,190,4,72
2016-12-16,1562,懒人听书,指尖,1,0,0,0,0,0
2016-12-20,1168,智汇推,厦门微众,0,21,21,21,0,0
2016-12-17,1111,UC,多盟,0,47,27,38,3,36
2016-12-21,1513,新浪粉丝通,天拓,0,183,174,172,9,120
2016-12-19,1111,UC,多盟,0,64,59,57,4,42
2016-12-15,1045,今日头条,亨利嘉业,2686,127,118,129,5,62
2016-12-15,1513,新浪粉丝通,灵动,0,2,2,2,0,0
2016-12-18,1564,百度关键字,景美,0,11,10,11,0,0
2016-12-22,1111,UC,多盟,564,30,28,28,1,6
2016-12-25,1045,今日头条,亨利嘉业,1421,66,65,68,1,66
2016-12-23,1168,智汇推,响当当,0,12,12,11,2,458
2016-12-23,2674,舜飞A02,舜飞A02,56,1,1,1,0,0
2016-12-23,2691,wap多顽,旭升,17,1,1,1,0,0
2016-12-26,1168,智汇推,厦门微众,2,5,5,4,0,0
2016-07-26,1888,酷狗,双行线,29,1,0,0,0,0
2016-07-26,1025,Taptica,Taptica,47552,9,8,9,1,8
2016-07-21,2156,流量劫持,掌握,2,0,0,0,0,0
2016-07-21,1025,Taptica,Taptica,51816,7,6,6,3,148
2016-07-23,1510,微信朋友圈,微信朋友圈,1,1,1,1,0,0
2016-07-28,1013,广点通,观秦,917,40,40,41,2,58
2016-07-16,1717,限免大全,信中元,535,278,267,274,12,356
2016-07-22,2175,wap站果盟,果盟,5047,2,2,1,0,0
2016-07-22,2178,wap站Xmob,Xmob,85196,112,107,111,10,210
2016-07-15,2114,安趣,睿晟,423,35,27,27,0,0
2016-07-19,1562,懒人听书,指尖,281,1,1,2,1,14
2016-07-13,1185,百度品牌专区,景美,0,2657,2338,3208,380,9712
2016-07-13,2680,优酷,优酷,843,153,143,150,6,552
2016-07-23,1691,舜飞,舜飞,36687,148,141,147,8,50
2016-07-30,1691,舜飞,舜飞,4,0,0,0,0,0
2016-07-20,2680,优酷,优酷,505,51,48,50,0,0
2016-07-18,1156,百度贴吧,多盟,1341,38,38,38,4,56
2016-07-18,1156,百度贴吧,宽皓,166,8,8,8,1,6
2016-07-18,1346,点锐,点锐,184153,228,217,216,16,1220
2016-07-25,1025,Taptica,Taptica,48820,12,12,12,0,0
2016-07-18,1505,紫龙官网,紫龙互娱,0,81,36,73,5,138
2016-08-02,2680,优酷,优酷,220,15,10,10,1,8
2016-08-02,1717,限免大全,信中元,30,21,20,20,3,320
2016-07-14,1111,UC,宽皓,1,0,0,0,0,0
2016-07-13,1045,今日头条,宽皓,460,194,193,199,17,544
2016-07-31,1266,搜狐汇算,米迪,5,0,0,0,0,0
2016-07-31,1691,舜飞,舜飞,3,0,0,0,0,0
2016-08-31,1013,广点通,多盟,10060,124,63,63,1,6
2016-08-31,1891,神马关键字,景美,18,3,3,5,1,36
2016-07-24,1025,Taptica,Taptica,49836,11,10,10,2,98
2016-07-25,1111,UC,宽皓,2,0,0,0,0,0
2016-08-03,1111,UC,多盟,554,8,8,8,1,6
2016-08-03,2176,wap站巨鲨,巨鲨,131886,239,231,226,15,890
2016-07-19,2099,游戏多,浩趣,27,3,3,3,0,0
2016-07-19,1256,网易有道DSP,观秦,3,0,0,0,0,0
2016-08-05,1400,Matomy,大树时代,10932,20,18,20,1,36
2016-08-04,1168,智汇推,响当当,4374,153,152,163,7,238
2016-08-04,1481,Helium,大树时代,84302,114,108,109,6,92
2016-08-04,1491,广州伊讯,广州伊讯,15,0,0,0,0,0
2016-08-07,2177,wap站93,93,22437,36,32,30,1,8
2016-08-07,2681,短信,紫龙,2,0,0,0,0,0
2016-08-06,1111,UC,观秦,1834,55,53,54,1,6
2016-08-06,1168,智汇推,响当当,2312,104,101,105,5,408
2016-08-06,1478,Mediamob,掌握,2,3,3,4,0,0
2016-08-06,1513,新浪粉丝通,天拓,655,94,92,94,1,6
2016-08-06,1505,紫龙官网,紫龙互娱,19,1,1,1,0,0
2016-08-17,1111,UC,乐思,600,10,10,10,2,14
2016-08-14,1185,百度品牌专区,百度品牌专区,189,35,33,33,1,30
2016-08-20,1756,搜狗关键字,景美,49,6,2,14,0,0
2016-08-14,2123,游戏狗,浩趣,2,0,0,0,0,0
2016-08-20,1156,百度贴吧,宽皓,48,0,0,0,0,0
2016-08-11,1013,广点通,多盟,4650,249,229,237,13,426
2016-08-31,1505,紫龙官网,紫龙互娱,9,0,0,0,0,0
2016-08-30,1111,UC,乐思,411,40,40,41,2,60
2016-08-16,1407,Loopme,掌握,5298,7,7,8,1,6
2016-08-30,1045,今日头条,亿科思奇,6,0,0,0,0,0
2016-08-30,1354,wap站麒点,麒点,194,1,1,1,0,0
2016-08-16,1505,紫龙官网,紫龙互娱,9,0,0,0,0,0
2016-08-18,1362,Glispa,大树时代,102096,81,62,59,2,12
2016-08-19,1407,Loopme,掌握,49918,100,73,72,1,6
2016-08-08,1168,智汇推,浩趣,1,0,0,0,0,0
2016-08-15,2088,游民星空,浩趣,1,0,0,0,0,0
2016-08-15,1229,陌陌,广州佳益,2,0,0,0,0,0
2016-08-19,1048,Mobvista,Mobvista,358294,375,322,315,11,122
2016-08-09,1888,酷狗,双行线,4,0,0,0,0,0
2016-08-29,2682,cpmstar,大树时代,20,0,0,0,0,0
2016-08-12,1354,wap站麒点,麒点,1040,2,2,2,0,0
2016-08-12,1013,广点通,易简,1,0,0,0,0,0
2016-08-23,2666,宣传易,宣传易,4,0,0,0,0,0
2016-08-23,2677,applift,大树时代,21658,31,30,26,0,0
2016-08-27,1111,UC,观秦,247,9,9,9,0,0
2016-08-26,1156,百度贴吧,宽皓,9,0,0,0,0,0
2016-08-26,1513,新浪粉丝通,灵动,9510,1625,1587,1641,52,1650
2016-08-27,2682,cpmstar,大树时代,30,0,0,0,0,0
2016-08-24,1156,百度贴吧,宽皓,538,10,10,10,2,12
2016-09-02,2425,聚点,聚点,17,0,0,0,0,0
2016-08-21,2123,游戏狗,浩趣,6,0,0,0,0,0
2016-08-21,1478,Mediamob,掌握,2,0,0,0,0,0
2016-08-25,2680,优酷,优酷,95,9,9,10,0,0
2016-08-25,2227,快乐合不拢嘴,信中元,3,0,0,0,0,0
2016-08-28,2177,wap站93,93,2,0,0,0,0,0
2016-08-22,1021,百度DSP,紫博蓝,10,0,0,0,0,0
2016-09-01,1168,智汇推,真龙,44,9,9,10,0,0
2016-09-01,1111,UC,乐思,427,24,24,24,1,8
2016-09-01,1266,搜狐汇算,掌握,16,0,0,0,0,0
2016-09-12,1048,Mobvista,Mobvista,28671,63,63,63,3,64
2016-09-12,1168,智汇推,浩趣,1,0,0,0,0,0
2016-09-07,1185,百度品牌专区,景美,262,55,27,44,5,130
2016-09-07,2175,wap站果盟,果盟,2,0,0,0,0,0
2016-09-06,1111,UC,乐思,402,16,16,16,1,14
2016-09-06,2176,wap站巨鲨,巨鲨,3,0,0,0,0,0
2016-09-09,2214,游道易,信中元,2,1,1,1,0,0
2016-09-08,1048,Mobvista,Mobvista,70297,115,115,111,7,268
2016-09-08,1185,百度品牌专区,百度品牌专区,60,11,11,10,1,30
2016-09-08,1505,紫龙官网,紫龙互娱,9,0,0,0,0,0
2016-09-11,1266,搜狐汇算,掌握,15,0,0,0,0,0
2016-09-11,1362,Glispa,大树时代,1,0,0,0,0,0
2016-09-11,2677,applift,大树时代,1,0,0,0,0,0
2016-09-04,1185,百度品牌专区,百度品牌专区,58,7,7,7,0,0
2016-09-05,1185,百度品牌专区,百度品牌专区,89,11,11,11,1,22
